备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
鄂备2024023485,西格列汀二甲双胍片(Ⅲ),国药准字H20203441,宜昌东阳光长江药业股份有限公司,湖北省宜昌宜都市滨江路38号,"广东东阳光药业股份有限公司,宜昌东阳光长江药业股份有限公司","广东省东莞市松山湖园区工业北路1号,湖北省宜昌宜都市东阳光3号工业园","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业名称由广东东阳光药业股份有限公司变更为广东东阳光药业股份有限公司,宜昌东阳光长江药业股份有限公司;生产企业地址由广东省东莞市松山湖园区工业北路1号变更为广东省东莞市松山湖园区工业北路1号,湖北省宜昌宜都市东阳光3号工业园",湖北省药品监督管理局,2024-06-20,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
蒙备2024022498,舒肝平胃丸,国药准字Z15021790,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"申请舒肝平胃丸“聚酯/镀铝聚酯/聚乙烯药用复合膜袋，4.5g/袋×6袋/盒”包装规格的说明书、包装标签的重新备案。
具体变更内容如下：
舒肝平胃丸“4.5g/袋×6袋/盒”的药品说明书、包装标签【上市许可持有人/生产企业】电话号码由“19937153000 0478-7960191”变更为“13296981877 0478-7960191”。
对“4.5g/袋×6袋/盒”的包装标签、说明书式样、图案进行备案。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-20,已备案,详情
闽备2024023548,伤湿丸,国药准字Z35020142,福州屏山制药有限公司,福建省福州市鼓楼区五四路321号奥体都市花园（琴亭花园广场）A区第13层B室,福州屏山制药有限公司,福州市仓山区科技园十区高盛路3号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福州市仓山区科技园十区变更为福州市仓山区科技园十区高盛路3号,福建省药品监督管理局,2024-06-20,已备案,详情
鄂备2024023531,羧甲司坦,Y20190009548,武汉远大弘元股份有限公司,武汉东湖新技术开发区关山二路特一号国际企业中心3幢6层1号,武汉远大弘元股份有限公司,"湖北省鄂州市葛店经济开发区工业园一号,湖北省仙桃市龙华山丁刘村","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由湖北省鄂州市葛店经济开发区工业园一号变更为湖北省鄂州市葛店经济开发区工业园一号,湖北省仙桃市龙华山丁刘村",湖北省药品监督管理局,2024-06-20,已备案。该药品同时发生（药品生产工艺、处方、质量标准等）变更，获得批准或备案完成后方可生产上市。,详情
鲁备2024022896,心通颗粒,国药准字Z20020098,鲁南厚普制药有限公司,临沂市红旗路209号,鲁南厚普制药有限公司,山东省临沂市银雀山路239号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（完整版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-06-20,已备案,详情
鄂备2024022521,乌鸡白凤丸,国药准字Z42020429,李时珍医药集团有限公司,湖北省蕲春县本草纲目生物科技园区,李时珍医药集团有限公司,湖北省蕲春县本草纲目生物科技园区,根据国家食品药品监督管理局“《药品说明书和标签管理规定》（局令第24号）”和“中成药非处方药说明书规范细则”、“省药品监督管理局关于药品说明书和包装标签备案有关的事宜通知”的相关要求，修订乌鸡白凤丸说明书和包装标签相应内容。,湖北省药品监督管理局,2024-06-20,已备案,详情
渝备2024022469,葡萄糖注射液,国药准字H50021391,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,天圣制药集团股份有限公司,重庆市朝阳工业园区（垫江桂溪）,增加海安县健民橡塑有限公司为葡萄糖注射液（500ml：25g）多层共挤输液袋用聚丙烯双口管接口和塑料输液容器用聚丙烯易折式组合盖的包材供应商。,重庆市药品监督管理局,2024-06-20,已备案,详情
吉备2024023172,头孢氨苄甲氧苄啶胶囊,国药准字H22026318,长春海外制药集团有限公司,长春市海外街1号,长春海外制药集团有限公司,长春市海外街1号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更铝塑包装，10粒×5板/盒药品标签，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责标签内容的真实性与合法性。,吉林省药品监督管理局,2024-06-20,已备案,详情
蒙备2024023014,维生素C咀嚼片,国药准字H15021416,呼伦贝尔松鹿制药有限公司,内蒙古自治区呼伦贝尔市扎兰屯市向民街1号,呼伦贝尔松鹿制药有限公司,内蒙古自治区呼伦贝尔市扎兰屯市向民街1号,申请维生素C咀嚼片“口服固体药用高密度聚乙烯瓶，100mg/片×40片/盒”标签包装备案，具体修订内容如下：增加大象logo及规范商标的使用。申请人对申报资料的真实性、准确性、完整性、规范性负责。,内蒙古自治区药品监督管理局,2024-06-20,已备案,详情
晋备2024021312,注射用盐酸罂粟碱,国药准字H20052491,山西普德药业有限公司,山西省大同经济技术开发区第一医药园区,山西普德药业有限公司,山西省大同经济技术开发区第一医药园区,申请说明书及包装标签备案：注射用盐酸罂粟碱（规格：30mg）于2005年12月09日取得药品注册批件，于2021年09月01日完成恢复生产备案。根据2024年03月14日国家药品监督管理局下发的“关于修订盐酸罂粟碱制剂说明书的公告（2024年第24号）”所附的说明书修订要求现对说明书中【不良反应】【禁忌】【注意事项】内容进行修订。,山西省药品监督管理局,2024-06-20,已备案,详情
闽备2024023550,消炎生肌膏,国药准字Z35020138,福州屏山制药有限公司,福建省福州市鼓楼区五四路321号奥体都市花园（琴亭花园广场）A区第13层B室,"福州屏山制药有限公司,威海人生药业有限公司","福州市仓山区科技园十区高盛路3号,山东省威海市环翠区张村镇雍江街20号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福州市仓山区科技园十区,山东省威海市环翠区张村镇雍江街20号变更为福州市仓山区科技园十区高盛路3号,山东省威海市环翠区张村镇雍江街20号",福建省药品监督管理局,2024-06-20,已备案,详情
桂备2024022877,玉屏风口服液,国药准字Z45020540,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,广西正堂药业有限责任公司,广西柳州市鹿寨县城建中西路86号,"1、变更药品说明书内容。
2、其他文字内容保持不变。",广西壮族自治区药品监督管理局,2024-06-20,已备案,详情
闽备2024023551,三黄膏,国药准字Z35020620,福州屏山制药有限公司,福建省福州市鼓楼区五四路321号奥体都市花园（琴亭花园广场）A区第13层B室,"福州屏山制药有限公司,威海人生药业有限公司","福州市仓山区科技园十区高盛路3号,山东省威海市环翠区张村镇雍江街20号","因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福州市仓山区科技园十区,山东省威海市环翠区张村镇雍江街20号变更为福州市仓山区科技园十区高盛路3号,山东省威海市环翠区张村镇雍江街20号",福建省药品监督管理局,2024-06-20,已备案,详情
粤备2024022562,固肾合剂,国药准字B20020776,广东众生药业股份有限公司,广东省东莞市石龙镇西湖工业区信息产业园,广东众生药业股份有限公司,广东省东莞市石龙镇西湖工业区信息产业园,根据《国家药监局关于清喉咽颗粒等3种处方药转换为非处方药的公告（2024年第23号）》中固肾合剂非处方药说明书范本修订固肾合剂（规格：每瓶装150毫升）的说明书和包装标签。,广东省药品监督管理局,2024-06-20,已备案,详情
冀备2024019983,土霉素片,国药准字H13023030,河北东风药业有限公司,河北省邯郸市永年区广源西街365号,河北东风药业有限公司,河北省邯郸市永年区广源西街365号,申请备案土霉素片生产场地变更（原址改建），我公司对申报资料的真实性、准确性、完整性负责，并将持续关注变更后产品安全性、有效性和质量可控性，必要时提出补充申请。,河北省药品监督管理局,2024-06-20,已备案,详情
吉备2024023270,葡萄糖注射液,国药准字H22023070,吉林省都邦药业股份有限公司,德惠市经济开发区德大路699号,吉林省都邦药业股份有限公司,吉林省德惠市经济开发区德大路699号,根据《药品注册管理办法》（局令第27号）、《药品说明书和标签管理规定》（国家食品药品监督管理局令24号）及相关规定变更250ml/袋药品说明书，样稿如附件所示（附件见吉林省药品监督管理局网站），企业负责说明书内容的真实性与合法性。,吉林省药品监督管理局,2024-06-20,已备案,详情
蒙备2024022498,舒肝平胃丸,国药准字Z15021790,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,内蒙古九郡药业有限责任公司,内蒙古自治区巴彦淖尔市五原县隆兴昌镇团结路,"申请舒肝平胃丸“聚酯/镀铝聚酯/聚乙烯药用复合膜袋，4.5g/袋×6袋/盒”包装规格的说明书、包装标签的重新备案。
具体变更内容如下：
舒肝平胃丸“4.5g/袋×6袋/盒”的药品说明书、包装标签【上市许可持有人/生产企业】电话号码由“19937153000 0478-7960191”变更为“13296981877 0478-7960191”。
对“4.5g/袋×6袋/盒”的包装标签、说明书式样、图案进行备案。申请人对申报资料的真实性、准确性、完整性、规范性负责。",内蒙古自治区药品监督管理局,2024-06-20,已备案,详情
闽备2024023548,伤湿丸,国药准字Z35020142,福州屏山制药有限公司,福建省福州市鼓楼区五四路321号奥体都市花园（琴亭花园广场）A区第13层B室,福州屏山制药有限公司,福州市仓山区科技园十区高盛路3号,因药品生产许可证变更，更新药品注册批准文件载明的生产企业名称或地址。生产企业地址由福建省福州市仓山区科技园十区变更为福州市仓山区科技园十区高盛路3号,福建省药品监督管理局,2024-06-20,已备案,详情
