备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,备案内容,备案机关,备案日期,备注,注
赣备2024018897,香砂养胃丸,国药准字Z36021710,江西药都樟树制药有限公司,江西省樟树市福城工业园区,江西药都樟树制药有限公司,生产地址一：江西省樟树市福城工业园区；生产地址二：江西省樟树市仁和路36号,生产场地变更。具体变更：在生产地址“江西省樟树市福城工业园区”基础上增加“江西省樟树市仁和路36号”的生产地址，药品说明书、标签相应内容同步进行备案。由于本品长期未生产及变更生产场地，暂不得生产上市。按相关技术指导原则要求进行研究、评估和必要的验证，依法经批准或备案后方可上市销售。,江西省药品监督管理局,2024-05-28,已备案,详情
赣备2024019071,注射用头孢呋辛钠,国药准字H20040366,南昌立健药业有限公司,江西省南昌市经济技术开发区龙潭路22号,"深圳立健药业有限公司,南昌立健药业有限公司","深圳市龙华区大浪街道同胜社区园富路1号,江西省南昌市经济技术开发区龙潭路22号",申请增加深圳信立泰药业股份有限公司为注射用头孢呋辛钠原料药供应商。,江西省药品监督管理局,2024-05-28,已备案,详情
豫备2024019918,灯盏花素片,国药准字Z41022353,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
豫备2024019914,利福平胶囊,国药准字H41022603,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
琼备2024019630,重酒石酸间羟胺注射液,国药准字H20243598,海南倍特药业有限公司,海口市海口国家高新技术产业开发区药谷一路4号,海南倍特药业有限公司,海口市海口国家高新技术产业开发区药谷一路4号,本品的说明书和标签增加“通过一致性评价”标识，其他内容不变。,海南省药品监督管理局,2024-05-28,已备案,详情
豫备2024020113,阿司匹林肠溶片,国药准字H41022938,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
鲁备2024019537,二甲双胍格列本脲胶囊（Ⅰ）,国药准字H20041939,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,山东齐都药业有限公司,山东省淄博市临淄区宏达路17号,根据《国家药监局关于发布药品说明书适老化及无障碍改革试点工作方案的公告》（2023年第142号）和《药品说明书适老化及无障碍改革试点名单（第一批）》，对本品药品说明书（完整版）进行备案，同时提供电子药品说明书（完整版）。,山东省药品监督管理局,2024-05-28,已备案,详情
豫备2024020088,萘普生片,国药准字H41022949,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
赣备2024019534,米拉贝隆缓释片,国药准字H20243715,江西山香药业有限公司,江西省赣州经济技术开发区凤凰路116号,江西山香药业有限公司,江西省赣州经济技术开发区凤凰路116号,在说明书及标签上增加“仿制药一致性评价”标识。,江西省药品监督管理局,2024-05-28,已备案,详情
青备2024017098,安乃近片,国药准字H63020088,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,青海宝鉴堂国药有限公司,青海生物科技产业园纬二路2号,国家药监局关于修订安乃近相关品种说明书的公告（2020年 第34号）对安乃近片说明书中的【不良反应】、【禁忌】和【注意事项】项进行统一修订,青海省药品监督管理局,2024-05-28,已备案,详情
冀备2024020077,注射用青霉素钠,国药准字H13020655,华北制药股份有限公司,石家庄市和平东路388号,华北制药股份有限公司,石家庄市和平东路388号,"申请备案本品原料药供应商增加石药集团中诺药业(石家庄)有限公司,生产场地增加粉针一车间8楼8-2线,同时增加制剂生产批量。我公司对申报资料的真实性、准确性、完整性负责,并将持续关注变更后产品安全性、有效性和质量可控性,必要时提出补充申请。",河北省药品监督管理局,2024-05-28,已备案,详情
粤备2024019410,枸橼酸西地那非口崩片,国药准字H20233669,中润药业有限公司,广州市黄埔区开源大道11号A3栋601室,华益药业科技(安徽)有限公司,合肥市包河区工业区上海路11号,本品有效期由24个月变更为36个月。,广东省药品监督管理局,2024-05-28,已备案,详情
粤备2024019410,枸橼酸西地那非口崩片,国药准字H20233669,中润药业有限公司,广州市黄埔区开源大道11号A3栋601室,华益药业科技(安徽)有限公司,合肥市包河区工业区上海路11号,本品有效期由24个月变更为36个月。,广东省药品监督管理局,2024-05-28,已备案,详情
皖备2024019538,重组结核杆菌融合蛋白（EC）,国药准字S20237004,安徽智飞龙科马生物制药有限公司,安徽省合肥市高新区明珠大道5008号,安徽智飞龙科马生物制药有限公司,合肥市高新区浮山路100号,重组结核杆菌融合蛋白(EC)（预灌封注射器包装）优化处方，去除处方中的抑菌剂“苯酚”，并删除成品质量标准中“苯酚含量”检项，按照《说明书和标签管理规定》（局令24号）要求调整说明书备案内容。,安徽省药品监督管理局,2024-05-28,已备案,详情
陕备2024018972,氨苄西林丙磺舒胶囊,国药准字H19980134,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,陕西香菊药业集团有限公司,陕西省商洛市商州区商丹循环工业经济园区刘湾生态工业园,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将“氨苄西林丙磺舒胶囊”药品说明书设计为“纸质药品说明书完整版+电子药品说明书（完整版）”格式，并在其药品说明书上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-28,已备案,详情
豫备2024020071,干酵母片,国药准字H41023584,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
豫备2024020078,维生素B2片,国药准字H41022941,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
陕备2024018253,平消胶囊,国药准字Z61021330,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,西安正大制药有限公司,陕西省西安市雁塔区西影路51号,依据国家药监局《药品说明书适老化及无障碍改革试点工作方案》及《陕西省药品监督管理局关于开展药品说明书适老化及无障碍改革试点品种备案工作的通知》要求，按照《药品说明书（简化版）及药品说明书（大字版）编写指南》，将平消胶囊药品说明书设计为“纸质药品说明书（简化版、完整版）+电子药品说明书（完整版）”格式，并在其药品说明书及包装盒上增加电子药品说明书二维码。,陕西省药品监督管理局,2024-05-28,已备案,详情
豫备2024019973,四环素片,国药准字H41022755,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
皖备2024018789,蜂胶牙痛酊,国药准字Z20026976,福元药业有限公司,安徽省宣城市经济技术开发区,福元药业有限公司,安徽省宣城市经济技术开发区,在原有包装规格、材质的基础上，增加“钠钙玻璃模制药瓶及口腔液体药用喷雾泵”为该品种直接接触药品的包装材料和容器，包装规格为15ml/支。并按照《药品说明书和标签管理规定》（局令第24号）要求调整说明书、标签备案内容。,安徽省药品监督管理局,2024-05-28,已备案,详情
琼备2024019748,氟尿嘧啶注射液,国药准字H20234733 国药准字H20234742,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A,齐鲁制药（海南）有限公司,海口市国家高新区南海大道273号-A,增加精华制药集团南通有限公司为氟尿嘧啶注射液原料药氟尿嘧啶的供应商，同时变更原料药内控标准中的分析方法。,海南省药品监督管理局,2024-05-28,已备案,详情
豫备2024019940,吲哚美辛胶囊,国药准字H41022608,河南生命鸟药业有限公司,太康县建设路南段,河南生命鸟药业有限公司,太康县建设路南段,申请将本品种的药品上市许可持有人/生产企业企业名称由“河南雪樱花制药有限公司”变更为“河南生命鸟药业有限公司”。,河南省药品监督管理局,2024-05-28,已备案,详情
吉备2024020093,生脉颗粒,国药准字Z22026303,吉林省德商药业股份有限公司,吉林省辉南县经济开发区北一街,吉林省德商药业股份有限公司,吉林省辉南县经济开发区北一街,申请对生脉颗粒（党参方）（批准文号：国药准字Z22026303）制剂处方中的制法由“以上三味，加水煎煮二次，第一次2小时，第二次1.5小时，合并煎液，滤过，滤液浓缩至约300ml，放冷，加乙醇600ml，静置24小时，滤过，滤液减压浓缩至相对密度为1.30（60-65℃）的清膏，真空干燥，加清膏5倍量蔗糖粉制成颗粒，干燥，即得”。变更为“以上三味，加水煎煮二次，第一次2小时，第二次1.5小时，合并煎液，滤过，滤液浓缩至约300ml，放冷，加乙醇600ml，静置24小时，滤过，滤液减压浓缩至相对密度为1.30（60-65℃）的清膏，取清膏1份，加蔗糖粉5份，制成颗粒，干燥，即得”进行备案，企业对申报资料真实性及合法性负责。,吉林省药品监督管理局,2024-05-29,已备案,详情
